,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
687,DEN,240,128,48,86,15,35,17,20,3,36,39,30,12,4,17,24,18
688,ATL,240,108,41,97,8,28,18,27,13,32,45,20,2,3,10,18,-4
689,MEM,240,114,38,98,9,31,29,40,26,33,59,25,9,7,16,21,-5
690,MIN,240,119,43,93,16,42,17,25,12,30,42,26,6,11,12,27,5
691,CHI,240,112,41,84,8,27,22,27,6,37,43,16,5,8,9,20,4
692,POR,240,95,31,79,9,35,24,29,6,25,31,16,5,4,18,29,-37
693,DET,240,106,35,86,11,34,25,28,13,36,49,23,8,8,11,24,3
694,HOU,240,111,42,91,13,37,14,19,12,23,35,29,8,2,19,20,-31
695,BKN,240,103,36,89,14,38,17,24,15,27,42,19,6,5,16,20,-14
696,WAS,240,117,46,83,12,24,13,16,8,30,38,26,10,7,16,21,14
697,MIA,290,111,41,102,14,48,15,23,15,41,56,31,4,5,15,23,4
698,LAC,240,142,51,92,18,35,22,26,12,38,50,34,12,5,18,16,31
699,DAL,240,125,44,82,19,40,18,25,7,31,38,18,5,4,9,22,7
700,CHA,290,107,38,95,10,42,21,30,17,41,58,27,6,4,18,28,-4
701,NOP,240,118,46,92,12,28,14,21,17,31,48,22,7,0,13,18,-7
702,PHI,240,123,44,88,12,34,23,27,9,37,46,21,2,2,12,23,3
703,MIL,240,120,42,95,14,44,22,28,12,32,44,20,5,1,7,22,-3
704,SAS,240,114,43,98,10,34,18,22,14,43,57,29,3,7,14,15,8
705,WAS,240,108,39,91,17,37,13,16,12,32,44,25,7,3,13,20,-5
706,IND,240,113,45,83,4,20,19,29,7,33,40,30,9,6,11,14,5
707,DET,240,112,43,93,16,30,10,13,18,29,47,28,9,1,17,17,1
708,PHX,240,124,44,86,7,24,29,36,7,35,42,27,10,7,11,20,3
709,BOS,240,111,42,77,13,32,14,18,2,28,30,29,8,6,17,14,-1
710,HOU,240,121,42,97,13,44,24,28,13,36,49,23,5,5,16,27,-3
711,ORL,240,109,42,98,13,41,12,13,12,33,45,23,3,5,13,19,-21
712,ATL,240,130,45,90,18,33,22,28,13,34,47,23,7,6,11,20,21
713,MEM,240,119,37,85,11,30,34,42,10,29,39,20,10,7,10,26,-4
714,POR,240,123,43,85,13,32,24,32,13,30,43,23,6,5,12,27,4
715,OKC,240,106,41,105,11,32,13,19,15,35,50,25,6,6,8,19,-8
716,GSW,240,116,45,87,10,34,16,24,8,29,37,26,13,5,11,21,-1
717,DEN,240,117,43,91,14,36,17,21,12,36,48,27,5,1,19,18,1
718,UTA,240,101,37,79,11,33,16,19,8,33,41,17,11,6,13,22,-5
719,LAL,240,106,41,86,10,36,14,22,12,32,44,24,9,7,12,18,5
720,BKN,240,111,43,98,11,34,14,23,16,35,51,21,5,1,9,16,5
721,NYK,240,106,37,85,16,43,16,18,10,34,44,22,7,9,10,17,-5
722,SAC,240,118,43,84,12,30,20,22,7,29,36,24,9,3,13,14,-7
723,MIN,240,91,30,77,10,42,21,29,6,36,42,23,6,7,17,18,-12
724,TOR,240,103,40,88,8,25,15,19,9,39,48,21,7,6,13,21,12
725,CHI,240,125,47,94,12,29,19,20,13,34,47,25,8,2,13,16,7
726,ATL,240,124,43,80,14,33,24,27,7,28,35,25,9,4,11,18,8
727,CLE,240,116,45,88,16,41,10,12,14,25,39,30,8,3,13,23,-8
728,MIL,240,128,48,86,10,29,22,30,9,38,47,28,7,0,15,17,9
729,NOP,240,109,44,88,4,26,17,20,11,23,34,20,7,5,15,23,-12
730,MEM,240,121,47,94,10,34,17,27,18,31,49,29,10,3,13,24,12
731,MIA,240,99,35,84,7,27,22,27,15,33,48,19,1,2,12,23,-8
732,BOS,240,135,46,82,25,45,18,22,7,44,51,28,2,10,11,25,48
733,DAL,240,107,34,76,18,41,21,33,12,26,38,27,5,7,9,26,8
734,CHA,265,120,42,102,8,33,28,37,16,46,62,31,9,7,14,30,-6
735,LAC,240,96,40,97,10,35,6,9,13,33,46,26,11,9,14,12,-7
736,PHX,240,103,44,90,8,25,7,10,12,40,52,30,9,4,17,12,7
737,PHI,240,87,23,80,8,32,33,39,12,28,40,17,7,2,9,17,-48
738,MIN,265,126,43,109,13,55,27,43,17,41,58,29,10,8,14,26,6
739,IND,240,119,47,93,17,41,8,19,10,31,41,32,8,2,12,23,-9
740,LAC,240,119,48,85,15,34,8,15,6,37,43,25,6,3,12,18,15
741,GSW,240,104,39,86,16,41,10,13,7,31,38,23,7,3,14,18,-15
742,DEN,240,121,42,88,16,40,21,23,12,40,52,25,7,2,23,18,10
743,ORL,240,111,40,91,11,39,20,23,11,31,42,24,16,5,15,19,-10
744,UTA,240,135,49,89,18,40,19,22,13,40,53,34,6,5,13,22,34
745,HOU,240,101,35,83,12,37,19,28,10,23,33,23,5,4,12,20,-34
746,TOR,240,90,29,95,8,34,24,31,19,25,44,8,7,3,8,14,-30
747,NOP,240,120,45,77,16,35,14,16,4,43,47,36,4,7,14,24,30
748,CHI,240,120,46,88,10,24,18,21,10,43,53,25,3,3,16,19,11
749,SAS,240,109,44,92,6,20,15,21,4,29,33,28,9,2,7,15,-11
750,MIL,240,107,38,89,13,41,18,24,6,37,43,18,8,3,13,18,-15
751,POR,240,122,45,99,18,43,14,19,14,44,58,30,8,6,14,19,15
752,NYK,265,123,45,108,15,50,18,22,19,37,56,28,8,12,14,25,-4
753,OKC,265,127,48,96,13,34,18,27,8,38,46,28,9,1,11,19,4
754,SAC,240,85,31,90,9,35,14,18,11,32,43,12,8,4,18,17,-24
755,BKN,240,109,43,84,9,26,14,15,6,43,49,25,7,5,18,22,24
756,DET,240,94,32,85,8,23,22,27,13,31,44,19,7,3,12,19,-9
757,WAS,240,103,40,85,9,29,14,18,10,35,45,21,8,3,15,16,9
758,ATL,240,95,34,93,12,38,15,15,11,37,48,18,6,3,13,22,-10
759,IND,240,120,45,102,13,45,17,22,22,32,54,28,5,6,13,21,-9
760,BOS,240,105,36,85,11,38,22,27,12,42,54,21,5,6,12,15,10
761,MIN,240,129,43,84,18,34,25,28,8,30,38,23,8,8,14,25,9
762,BKN,240,111,42,93,12,40,15,22,9,32,41,16,12,2,8,27,-4
763,POR,240,112,40,84,15,40,17,20,9,42,51,29,3,2,17,26,9
764,MIA,240,115,41,82,10,29,23,29,10,42,52,20,6,1,15,21,4
765,NYK,240,103,31,81,12,39,29,34,9,32,41,19,6,6,13,24,-9
766,NOP,240,114,43,87,11,32,17,20,10,36,46,22,2,4,15,19,-10
767,WAS,240,110,41,88,13,38,15,21,10,22,32,26,11,3,10,19,-13
768,SAC,240,123,43,76,12,28,25,29,6,36,42,27,4,2,14,20,13
769,SAS,240,124,47,93,14,37,16,19,7,27,34,26,9,5,5,19,10
770,LAL,240,115,41,88,11,27,22,33,12,36,48,25,5,6,9,24,-2
771,CHA,240,118,39,97,14,45,26,33,18,35,53,28,7,6,17,29,-7
772,PHI,240,103,38,79,10,22,17,21,8,32,40,24,13,5,13,21,10
773,MEM,240,125,47,96,11,33,20,33,16,41,57,31,11,8,17,26,7
774,CLE,240,93,36,77,8,24,13,15,5,29,34,21,3,3,17,16,-10
775,DEN,240,110,39,84,14,37,18,21,12,38,50,28,5,3,18,16,1
776,PHX,240,132,55,105,15,34,7,10,7,45,52,40,8,2,7,19,27
777,GSW,240,117,40,90,12,38,25,34,10,40,50,24,4,3,9,24,2
778,ORL,240,105,37,87,15,41,16,24,4,40,44,25,2,2,15,9,-27
779,OKC,240,101,34,88,11,36,22,30,7,36,43,22,8,10,8,15,-5
780,DAL,240,97,35,85,15,39,12,19,13,31,44,16,4,0,14,17,-2
781,LAC,240,99,43,82,7,22,6,11,6,36,42,23,7,4,14,20,2
782,CHI,240,106,40,89,7,25,19,23,11,46,57,20,6,3,13,19,5
783,TOR,240,109,43,88,12,34,11,17,8,27,35,22,11,1,7,19,-1
784,BOS,240,108,38,96,10,37,22,30,18,36,54,24,13,8,12,20,6
785,ORL,240,99,37,84,13,35,12,16,9,31,40,23,12,5,18,15,-15
786,UTA,240,114,40,89,13,41,21,24,11,39,50,22,15,5,16,14,15
787,CHI,240,134,55,87,14,31,10,13,6,37,43,32,6,3,15,15,12
788,MIN,240,122,48,96,13,40,13,16,7,25,32,32,7,4,9,12,-12
789,ATL,240,121,47,103,14,43,13,15,17,32,49,28,10,5,14,18,-15
790,DEN,240,102,39,90,11,44,13,18,12,40,52,23,7,6,21,22,-6
791,SAS,240,136,50,90,18,32,18,21,5,36,41,37,11,4,14,21,15
792,CHA,240,141,54,97,18,42,15,23,15,36,51,36,13,2,18,22,22
793,CLE,240,120,43,81,9,24,25,30,6,26,32,20,12,7,13,16,7
794,DET,240,119,48,102,12,35,11,18,16,29,45,32,10,6,18,20,-22
795,IND,240,113,42,89,18,38,11,16,9,29,38,25,9,4,23,25,-7
796,PHI,240,100,36,93,7,26,21,26,15,40,55,19,7,10,11,16,13
797,OKC,240,87,35,90,6,35,11,12,11,41,52,21,6,8,16,21,-13
798,DAL,240,112,38,78,13,39,23,27,8,33,41,19,4,3,14,23,7
799,NYK,240,116,39,90,14,36,24,33,16,35,51,24,3,3,15,18,2
800,MIL,240,107,40,88,10,38,17,25,11,28,39,18,6,4,14,22,-24
801,DET,240,107,41,94,7,35,18,21,10,30,40,27,4,7,10,29,-25
802,MEM,240,132,44,92,15,30,29,42,18,42,60,32,6,4,13,23,25
803,WAS,240,113,43,85,11,31,16,18,10,31,41,29,7,5,12,23,1
804,BKN,240,112,39,84,10,29,24,28,12,30,42,19,6,3,10,21,-1
805,HOU,240,120,43,82,16,38,18,30,13,28,41,25,5,4,21,20,-19
806,MIA,240,112,39,81,10,32,24,28,11,32,43,25,12,4,14,19,15
807,LAC,240,105,39,81,9,23,18,25,4,27,31,24,9,2,10,25,-7
808,NOP,240,97,36,85,11,41,14,16,12,27,39,19,8,6,17,23,-15
809,TOR,240,139,53,97,15,39,18,22,14,23,37,25,12,3,12,28,19
810,PHX,240,131,51,90,9,30,20,29,9,34,43,35,10,2,8,22,24
811,GSW,240,114,42,91,15,45,15,17,5,33,38,27,4,5,8,24,-2
812,SAC,240,132,48,93,12,30,24,27,11,40,51,32,4,7,14,19,13
813,CLE,240,105,39,82,9,21,18,24,10,41,51,18,8,2,15,12,13
814,SAS,240,92,38,99,8,33,8,11,15,31,46,24,8,4,13,17,-13
815,MIN,240,119,44,98,16,46,15,18,6,28,34,28,4,6,10,21,-13
816,GSW,240,85,28,78,16,43,13,17,3,32,35,17,8,3,13,19,-26
817,TOR,240,117,45,88,13,35,14,14,10,35,45,22,9,4,16,16,19
818,OKC,240,98,36,87,14,47,12,14,14,31,45,28,11,4,18,17,-19
819,UTA,240,111,41,89,17,51,12,17,11,41,52,26,3,9,12,16,26
820,LAL,240,105,41,74,17,37,6,13,3,35,38,29,7,7,21,15,-2
821,POR,240,107,42,89,10,32,13,16,11,30,41,26,15,3,11,15,2
822,CHI,240,121,46,82,16,33,13,19,5,35,40,27,4,5,14,17,12
823,CHA,240,109,40,93,13,43,16,23,11,32,43,26,7,1,9,16,-12
824,MIN,240,134,50,104,22,44,12,17,16,33,49,34,10,4,14,24,20
825,ORL,240,113,44,90,19,38,6,8,10,40,50,34,8,7,15,18,18
826,POR,240,95,32,91,11,38,20,26,17,33,50,21,9,5,13,12,-18
827,SAC,240,114,41,83,9,25,23,26,5,33,38,29,4,3,19,20,-20
828,NYK,240,115,45,101,15,43,10,12,14,27,41,25,9,3,9,25,-17
829,DEN,240,132,46,85,16,39,24,31,12,40,52,31,5,1,13,18,17
830,DAL,240,116,40,79,18,36,18,23,6,41,47,24,10,5,13,18,30
831,DET,240,86,33,87,5,30,15,22,13,32,45,20,5,2,15,24,-30
832,HOU,240,97,32,86,13,42,20,31,18,29,47,19,8,3,21,23,-13
833,MEM,240,135,53,103,9,26,20,25,21,34,55,26,12,6,13,18,26
834,LAC,240,109,40,89,11,31,18,24,11,29,40,25,8,7,17,17,-26
835,IND,240,112,37,93,10,31,28,33,18,25,43,22,10,4,13,16,-21
836,ATL,240,133,52,90,17,33,12,16,10,33,43,36,8,7,16,26,21
837,BOS,240,126,50,91,14,40,12,16,11,41,52,32,6,8,14,14,35
838,MIL,240,131,52,96,15,36,12,20,11,31,42,31,10,4,12,24,15
839,BKN,240,91,38,99,10,36,5,13,15,25,40,22,6,4,14,18,-35
840,PHI,240,109,41,89,10,32,17,18,6,38,44,24,7,4,15,22,-5
841,PHX,240,114,43,95,6,26,22,24,11,37,48,27,7,5,8,15,5
842,NOP,240,110,42,80,8,32,18,20,8,35,43,27,10,10,19,29,13
843,LAL,240,116,44,85,10,32,18,30,12,29,41,28,7,6,16,20,-15
844,OKC,240,98,37,90,11,36,13,17,18,32,50,21,8,2,18,14,-12
845,GSW,240,110,41,82,15,43,13,17,6,34,40,30,12,3,15,19,12
846,NYK,240,104,36,95,8,33,24,35,20,36,56,18,8,3,16,23,-9
847,CHI,240,124,43,90,10,26,28,31,11,29,40,18,7,2,9,18,-3
848,PHX,240,127,49,90,12,32,17,19,10,34,44,31,5,5,11,23,3
849,CHA,240,101,39,95,9,40,14,16,9,29,38,28,11,4,13,19,-15
850,MIA,240,121,43,76,18,32,17,21,5,32,37,29,9,1,19,23,21
851,WAS,240,100,36,80,7,31,21,23,7,26,33,25,10,0,17,18,-21
852,TOR,240,116,41,84,15,35,19,29,14,37,51,21,9,5,18,20,15
853,UTA,240,113,39,93,12,48,23,27,14,35,49,19,6,6,12,26,9
854,CLE,240,98,34,84,11,32,19,28,16,34,50,25,9,5,11,22,13
855,ATL,240,94,37,95,5,25,15,16,15,35,50,21,7,4,12,18,-9
856,MIN,240,118,42,91,17,36,17,21,11,40,51,27,6,7,10,19,13
857,DEN,240,124,49,94,10,32,16,21,11,44,55,37,7,2,11,20,20
858,DET,240,105,40,95,12,32,13,19,14,33,47,28,6,9,11,22,-13
859,CHI,240,108,39,81,7,26,23,26,6,32,38,21,3,4,8,19,-11
860,PHI,240,119,45,84,12,24,17,21,4,34,38,29,5,5,11,17,11
861,BKN,240,104,36,87,16,41,16,22,8,28,36,24,8,9,10,19,-20
862,BOS,240,116,45,99,13,46,13,14,16,39,55,29,9,6,16,17,33
863,ORL,240,83,29,81,5,26,20,21,8,32,40,17,8,5,19,16,-33
864,HOU,240,107,40,84,16,45,11,16,5,28,33,28,5,7,18,23,-13
865,NOP,240,120,41,77,12,29,26,36,5,28,33,29,12,4,13,23,13
866,LAC,240,113,40,96,18,46,15,16,10,34,44,26,6,2,10,20,-24
867,MIL,240,137,48,88,19,38,22,27,7,43,50,28,6,4,10,15,24
868,DAL,240,103,38,88,16,36,11,13,12,36,48,25,8,5,16,25,9
869,IND,240,85,31,83,8,31,15,17,13,34,47,17,5,2,19,26,-13
870,SAC,240,113,43,83,12,32,15,22,7,40,47,30,13,4,16,15,10
871,ORL,240,115,39,90,17,48,20,29,7,31,38,27,2,2,9,20,-20
872,MEM,240,135,53,105,13,39,16,22,16,46,62,33,6,5,8,21,20
873,PHX,240,95,40,99,8,31,7,14,20,44,64,26,6,7,10,16,15
874,NYK,265,115,39,98,11,38,26,36,15,41,56,24,8,4,14,26,-7
875,LAL,265,122,48,102,9,34,17,28,14,43,57,29,8,7,13,23,7
876,MIL,240,137,49,92,23,50,16,22,10,34,44,36,9,6,10,18,29
877,WAS,240,80,30,85,5,24,15,19,8,34,42,14,8,4,9,17,-15
878,CHA,240,86,33,86,10,36,10,16,12,38,50,23,4,5,20,19,-18
879,MIA,240,104,38,91,11,32,17,18,11,38,49,27,14,6,12,17,18
880,POR,240,108,41,85,14,45,12,21,9,29,38,25,6,6,16,18,-29
881,OKC,240,103,42,87,9,30,10,16,7,34,41,23,8,1,14,16,-10
882,BOS,240,102,37,82,9,28,19,25,11,44,55,23,4,9,14,17,9
883,DET,240,93,34,104,10,26,15,20,20,36,56,18,5,4,11,24,-9
884,IND,240,115,47,95,12,27,9,9,10,27,37,25,3,3,13,19,-7
885,CHI,240,122,49,90,6,26,18,23,10,33,43,30,5,6,9,17,7
886,TOR,240,125,46,81,17,27,16,18,8,37,45,29,7,4,17,18,11
887,ATL,240,114,43,93,9,29,19,21,13,27,40,27,12,4,9,16,-11
888,HOU,240,106,36,83,11,33,23,29,9,26,35,15,9,6,19,20,-25
889,UTA,240,125,48,85,17,38,12,14,9,41,50,33,7,5,18,16,23
890,NOP,240,113,42,75,8,25,21,23,5,33,38,27,8,5,15,18,8
891,BKN,240,102,41,99,12,34,8,11,16,26,42,25,10,2,10,12,-23
892,DEN,240,105,35,78,19,41,16,17,7,24,31,22,9,4,15,20,-8
893,PHI,240,98,36,70,9,27,17,23,6,30,36,23,5,5,14,22,-9
894,OKC,240,96,33,87,15,42,15,21,13,39,52,24,5,6,15,18,3
895,POR,240,93,40,101,6,33,7,10,17,36,53,18,7,4,12,18,-3
896,DAL,240,107,39,85,10,34,19,23,11,29,40,22,8,0,11,18,9
897,SAS,240,131,51,89,13,28,16,20,11,33,44,33,14,5,13,25,25
898,CLE,240,102,36,90,14,35,16,20,15,36,51,26,7,0,12,17,1
899,CHA,240,101,38,92,14,43,11,12,15,37,52,27,9,2,14,22,-1
900,PHX,240,115,46,88,9,32,14,18,6,33,39,30,11,2,11,20,-9
901,GSW,240,126,47,84,20,42,12,16,9,31,40,27,11,3,16,19,12
902,DET,240,117,40,91,15,46,22,28,13,32,45,27,3,6,16,24,-11
903,LAL,240,110,41,88,11,29,17,25,11,33,44,19,6,6,11,13,-1
904,LAC,240,111,46,89,13,30,6,11,7,36,43,29,5,6,10,22,1
905,ATL,240,124,44,84,20,40,16,22,6,35,41,25,6,1,15,21,9
906,MIA,240,112,42,83,12,30,16,18,7,35,42,27,13,3,14,27,17
907,SAC,240,114,42,80,11,31,19,23,5,20,25,29,13,3,16,16,-12
908,MIN,240,128,44,87,15,34,25,28,9,33,42,29,11,3,14,18,11
909,TOR,265,127,48,113,14,36,17,19,22,36,58,30,10,5,12,17,7
910,CHI,265,120,43,90,12,29,22,24,10,41,51,30,8,7,17,19,-7
911,SAS,240,95,30,80,8,33,27,38,12,31,43,21,9,5,17,19,-17
912,POR,240,94,35,98,14,42,10,19,18,37,55,23,11,3,13,28,-5
913,WAS,240,106,41,90,9,22,15,19,15,37,52,25,1,5,10,14,3
914,PHI,240,103,41,91,11,27,10,13,10,31,41,23,2,4,4,20,-3
915,IND,240,118,44,98,14,32,16,23,7,39,46,25,7,1,8,19,-1
916,ORL,240,119,42,95,11,35,24,26,9,43,52,29,5,3,12,21,1
917,BOS,240,113,42,82,14,36,15,17,6,36,42,31,9,5,19,21,6
918,CHA,240,107,37,87,12,40,21,27,14,32,46,18,12,4,16,20,-6
919,MEM,240,120,44,102,16,39,16,23,15,36,51,30,11,5,11,18,12
920,NYK,240,108,38,88,12,36,20,26,13,35,48,23,5,10,15,19,-12
921,CLE,240,104,41,80,7,21,15,27,12,36,48,23,6,4,19,27,-11
922,HOU,240,115,39,82,14,40,23,33,8,29,37,25,11,3,12,23,11
923,DAL,265,114,46,98,14,43,8,10,13,26,39,28,12,8,14,21,-6
924,OKC,265,120,41,86,17,37,21,25,14,36,50,25,6,8,20,16,6
925,SAC,240,112,41,93,14,42,16,18,15,33,48,23,8,7,14,15,11
926,BKN,240,101,41,84,8,25,11,14,10,30,40,22,7,12,13,16,-11
927,DEN,240,104,42,79,11,28,9,12,7,32,39,24,5,7,14,20,-4
928,UTA,240,108,42,86,7,29,17,22,8,29,37,21,8,4,8,12,4
929,LAL,240,99,33,78,11,30,22,33,12,41,53,25,8,7,17,18,5
930,MIN,240,130,46,93,19,45,19,25,13,39,52,35,8,9,10,21,15
931,BKN,240,111,40,81,16,40,15,21,6,27,33,25,7,1,12,27,-10
932,PHX,240,121,42,76,11,31,26,31,7,30,37,26,8,4,16,19,10
933,CHI,240,126,46,90,11,30,23,29,11,38,49,25,5,6,10,15,11
934,DEN,240,115,38,89,14,44,25,28,10,36,46,27,7,4,12,17,-15
935,ORL,240,115,46,93,14,39,9,11,3,33,36,33,7,4,9,18,-11
936,TOR,240,110,39,81,12,26,20,29,15,28,43,20,9,3,15,24,4
937,WAS,240,98,36,82,12,35,14,20,7,33,40,22,4,5,12,16,-14
938,MIL,240,112,46,92,12,38,8,9,8,36,44,26,7,2,9,17,14
939,MIA,240,106,38,78,8,30,22,25,10,28,38,26,8,1,17,25,-4
940,DET,240,101,41,84,8,32,11,14,6,29,35,21,7,3,19,25,-10
941,NOP,240,111,39,89,8,28,25,28,16,30,46,24,8,5,17,17,10
942,GSW,240,124,43,96,20,46,18,18,15,31,46,30,10,3,16,17,4
943,SAS,240,120,46,83,16,33,12,17,5,29,34,33,7,7,14,17,-4
944,PHI,265,122,49,100,11,31,13,15,14,35,49,30,8,12,21,23,3
945,CLE,240,93,36,84,9,31,12,14,7,30,37,26,6,9,10,19,3
946,NOP,240,90,33,85,6,30,18,21,16,35,51,26,6,8,13,18,-3
947,LAC,240,116,45,96,15,44,11,13,10,31,41,25,7,5,10,15,-6
948,IND,240,122,50,95,14,29,8,12,11,39,50,31,3,5,12,12,6
949,OKC,240,98,35,86,12,41,16,17,11,39,50,22,6,3,13,13,17
950,MEM,265,119,47,102,6,30,19,28,15,33,48,18,14,6,14,15,-3
951,GSW,240,122,43,80,17,40,19,23,7,34,41,23,10,8,15,24,14
952,HOU,240,108,36,84,16,43,20,29,9,28,37,25,4,3,17,19,-14
953,TOR,240,106,38,89,18,36,12,17,6,37,43,21,7,8,8,15,6
954,ATL,240,100,37,81,12,32,14,16,5,41,46,28,6,5,15,20,-6
955,MIA,240,92,34,87,17,44,7,10,10,28,38,25,6,2,19,22,-30
956,BOS,240,122,44,84,16,42,18,27,9,35,44,24,9,6,10,15,30
957,SAC,240,96,37,86,11,38,11,22,9,27,36,24,6,5,16,23,-20
958,NYK,240,116,40,80,13,35,23,29,8,39,47,25,12,5,17,20,20
959,POR,240,81,34,81,7,38,6,8,6,35,41,18,7,6,15,20,-17
960,DET,240,115,42,91,10,26,21,25,16,32,48,26,7,4,9,21,10
961,UTA,240,106,38,81,15,40,15,21,9,29,38,23,8,4,20,24,-20
962,CLE,240,105,38,82,13,34,16,25,12,29,41,25,6,6,13,20,-10
963,DEN,240,136,53,88,23,43,7,10,6,35,41,39,8,3,10,15,36
964,ATL,240,129,49,84,10,31,21,32,8,37,45,31,7,0,12,21,8
965,CHI,240,130,50,90,13,32,17,18,8,36,44,36,10,3,7,16,14
966,MIN,240,126,49,89,13,31,15,18,10,30,40,35,11,2,16,15,20
967,PHX,240,115,48,97,11,32,8,12,11,35,46,31,6,5,8,12,5
968,SAS,240,110,45,100,13,37,7,8,11,32,43,27,6,3,11,15,-5
969,DAL,240,108,39,81,16,38,14,18,7,33,40,22,9,4,18,19,-2
970,ORL,240,110,43,84,11,34,13,16,9,31,40,26,8,1,16,16,2
971,CHA,240,90,32,98,8,34,18,27,11,33,44,24,8,2,9,15,-25
972,LAC,240,115,44,84,11,28,16,19,6,54,60,23,5,6,18,23,25
973,POR,240,116,43,83,18,39,12,16,5,31,36,23,4,3,12,12,-14
974,MIL,240,100,37,78,10,30,16,22,6,26,32,23,6,3,15,10,-36
975,LAL,240,121,47,87,15,35,12,23,6,32,38,29,5,2,13,24,-8
976,BOS,240,107,43,81,14,41,7,11,6,37,43,31,6,7,15,19,10
977,SAC,240,101,36,82,12,35,17,20,10,33,43,24,9,2,13,21,-2
978,PHI,240,103,36,70,12,30,19,26,3,33,36,24,8,3,18,17,2
979,MEM,240,115,46,100,13,31,10,12,21,39,60,24,8,10,9,21,20
980,IND,240,105,40,91,9,33,16,23,10,37,47,25,1,7,11,21,-27
981,WAS,240,95,35,84,10,29,15,21,7,30,37,27,6,5,12,12,-20
982,GSW,240,110,40,98,14,45,16,18,16,39,55,24,8,8,12,23,4
983,TOR,315,124,47,107,16,45,14,18,12,41,53,24,15,9,17,22,4
984,NOP,240,97,36,82,8,32,17,23,9,31,40,22,8,0,15,14,-10
985,DAL,240,132,51,96,16,34,14,22,11,35,46,31,8,7,5,19,27
986,MIA,315,120,45,110,16,50,14,20,19,42,61,26,12,6,24,26,-4
987,BKN,240,106,39,98,11,28,17,21,18,34,52,21,7,10,11,15,-4
988,MEM,240,119,46,82,9,23,18,24,8,34,42,27,9,7,15,19,10
989,UTA,240,109,37,85,17,46,18,21,11,26,37,20,10,3,18,16,-10
990,ORL,240,119,41,83,12,25,25,26,8,39,47,28,5,7,17,22,16
991,DET,240,103,32,87,10,29,29,37,14,27,41,23,10,9,10,24,-16
992,ATL,240,108,41,89,12,31,14,20,9,34,43,19,10,11,12,21,16
993,BOS,240,92,30,86,7,36,25,27,16,36,52,15,5,8,18,25,-16
994,LAL,240,114,38,91,15,40,23,32,12,32,44,19,7,3,7,23,-3
995,CHA,240,117,43,83,11,36,20,28,11,39,50,25,4,5,12,24,3
996,POR,240,125,46,81,17,39,16,20,4,30,34,20,10,4,15,24,15
997,HOU,240,110,38,79,10,41,24,31,5,33,38,25,6,3,19,22,-15
998,DEN,240,116,41,82,12,33,22,25,9,34,43,29,9,4,21,22,11
999,NOP,240,105,35,90,5,34,30,33,14,29,43,23,14,4,13,19,-11
1000,LAC,240,114,41,92,9,35,23,32,9,28,37,22,7,3,13,21,-7
1001,MIA,240,121,40,85,15,34,26,27,12,39,51,28,6,3,18,23,7
1002,OKC,265,110,43,95,14,43,10,17,10,33,43,22,12,6,14,27,-3
1003,SAS,240,131,50,95,16,37,15,18,10,34,44,35,3,1,7,18,9
1004,IND,265,113,41,95,13,39,18,29,19,41,60,25,7,6,21,20,3
1005,CHI,240,122,46,88,8,30,22,26,4,33,37,22,5,2,6,16,-9
1006,PHX,240,134,43,84,20,39,28,37,10,39,49,36,4,2,12,22,10
1007,MIL,240,123,41,89,14,43,27,31,11,36,47,27,11,1,13,24,15
1008,NYK,240,108,39,84,14,40,16,28,11,34,45,21,6,4,14,23,-15
1009,MIN,240,124,44,90,14,39,22,27,8,30,38,20,7,6,7,26,-10
1010,MIN,240,115,42,95,10,44,21,27,10,31,41,22,10,4,9,15,-9
1011,GSW,240,124,44,82,21,36,15,21,10,37,47,31,8,3,19,23,9
1012,LAL,240,87,36,88,6,29,9,9,9,33,42,19,7,9,19,16,-18
1013,PHI,240,105,41,82,13,35,10,17,3,38,41,30,8,5,15,14,18
1014,MIL,240,99,37,80,9,32,16,18,10,31,41,22,7,3,19,19,-16
1015,CLE,240,115,41,87,19,42,14,17,12,29,41,27,11,3,13,19,16
1016,ORL,240,102,38,84,9,35,17,22,8,31,39,29,9,3,13,23,-9
1017,CHA,240,158,54,93,24,45,26,33,8,28,36,37,9,5,13,29,32
1018,IND,240,126,44,92,10,34,28,34,17,24,41,33,9,3,20,31,-32
1019,PHX,240,105,40,82,7,18,18,27,9,35,44,14,6,7,9,20,8
1020,UTA,240,97,34,79,12,30,17,23,8,31,39,20,6,4,16,28,-8
1021,DAL,240,132,48,88,16,36,20,26,6,39,45,35,6,6,9,21,20
1022,POR,240,112,42,82,14,38,14,23,3,35,38,27,4,1,9,21,-20
1023,SAS,240,110,43,94,9,37,15,19,13,26,39,30,9,7,13,19,-8
1024,MEM,240,118,46,90,7,23,19,26,12,32,44,24,9,9,13,18,8
1025,BKN,240,118,43,88,12,29,20,26,6,32,38,26,6,3,12,25,-6
1026,SAC,240,104,39,93,12,40,14,19,10,32,42,23,6,3,12,20,-17
1027,DEN,240,124,42,89,15,36,25,27,12,36,48,27,8,2,13,21,6
1028,MIA,240,110,37,74,16,37,20,22,7,31,38,30,8,3,20,23,14
1029,CHI,240,111,46,84,7,26,12,16,10,35,45,32,2,1,15,22,6
1030,LAC,240,111,36,81,15,29,24,27,8,41,49,20,7,1,15,22,9
